"Index","Commit","MappedCommit","Parents","Date","Author","Subject","Category","Disposition","PortCommit","Notes"
"101","2a3a16b3294848fe81d7780a39b89b4b7fcb23b8","4439f8754d9ce1c26fbac7f9e707562c09d39f0f","a65aef289649a1dbe7368ca0b34e5aba16e72809 63fc38b0a98d801c37eb84b5a23bf4d6883d7c1a","2024-08-09T14:57:55-05:00","Ray","Merge branch 'IntegraMOD:main' into main","upstream","merged","8390004044",""
"102","0554891c051e0a4ff4a709ecede9d537014028ca","10c17d16d743f6915d044f0ae3c53437f71d633a","63fc38b0a98d801c37eb84b5a23bf4d6883d7c1a 2a3a16b3294848fe81d7780a39b89b4b7fcb23b8","2024-08-09T15:15:30-07:00","IntegraMOD","Merge pull request #15 from MWE001/main","upstream","merged","8390004044",""
"103","84097aa736f1dde211f4e02304655a8114dd003e","d8e3252f255371dec4a863609afbc997da430636","0554891c051e0a4ff4a709ecede9d537014028ca","2024-08-09T15:35:37-07:00","IntegraMOD","Update usercp_email.php","upstream","merged","8390004044",""
"104","81e2a190ed921c46efd4b6ffabc651323ad09029","039cfad1898b63e9ad13e24f883b2cddffae9545","84097aa736f1dde211f4e02304655a8114dd003e","2024-08-09T15:46:55-07:00","IntegraMOD","Update search.php","upstream","merged","8390004044",""
"105","ea1478a67ff0fe6c4c522a41d3f4f6116ee45d53","6b299d3d4f4dc89445dee442e355e86cd3d9bbb8","81e2a190ed921c46efd4b6ffabc651323ad09029","2024-08-09T20:29:51-07:00","IntegraMOD","update styles","upstream","merged","8390004044",""
"106","38fc413f101f84b9d3b64839318ae4b222a494fa","62aa0b4e308cd37f74a7f8246b729d2cd53de5db","ea1478a67ff0fe6c4c522a41d3f4f6116ee45d53","2024-08-10T23:06:17-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"107","e72d9bceb4741152a9513bd5464e6bf208360cf0","a4d08a44ecab54d328b1a6f057edc6b3083cb4e4","38fc413f101f84b9d3b64839318ae4b222a494fa","2024-08-12T06:57:45-07:00","IntegraMOD","Update constants.php","upstream","merged","8390004044",""
"108","da56d945d43966cab3a6d84cb07ac8f3ff8cca4c","9bd4ca1923dc70c9f3c7d06658d76579c92717b1","e72d9bceb4741152a9513bd5464e6bf208360cf0","2024-08-18T14:28:27-07:00","IntegraMOD","Update cookie.php","upstream","merged","8390004044",""
"109","a682cb23a099f55a3cbc702c2b6654608c787ce4","4589c3f698058002d73d513522d3adf59dc2ef77","da56d945d43966cab3a6d84cb07ac8f3ff8cca4c","2024-08-25T12:08:49-07:00","IntegraMOD","Update usercp_register.php","upstream","merged","8390004044",""
"110","4dcd902da3aedb00de77a163df92fb89977497c4","28fa176a4c2332464f96ccebdf9d7c6338ff9651","a682cb23a099f55a3cbc702c2b6654608c787ce4","2024-08-25T12:27:21-07:00","IntegraMOD","Update common.php","upstream","merged","8390004044",""
"111","329cbb1eaf40f3c26c59bde77fc2582576b55702","b5bdf9438b0ce0fdc148653ca85629fb51ddc38b","4dcd902da3aedb00de77a163df92fb89977497c4","2024-08-25T12:59:06-07:00","IntegraMOD","undefined variable","upstream","merged","8390004044",""
"112","a2efe5266143ade28ba5cfc62d9603a6a0731858","0c15fa5d9e50a7bfa071c28dda67f348879559c9","329cbb1eaf40f3c26c59bde77fc2582576b55702","2024-08-25T14:45:04-07:00","IntegraMOD","update","upstream","merged","8390004044",""
"113","a4cd17201486110695e27aeb38ff42a89448378e","76fa9f783a526e291796dae3d3337730e3b46c35","a2efe5266143ade28ba5cfc62d9603a6a0731858","2024-08-25T20:06:28-07:00","IntegraMOD","Hero Template","style","ported","8390004044","Redistributable style code merged; BootstrapMade HeroBiz demo media and proprietary form files excluded."
"114","1beae2adf1fde93bf1ca43b8c5c6896d5bea643e","5e98a8a8c9b8c6c8dfbd0a09aed493e6d97af20a","a4cd17201486110695e27aeb38ff42a89448378e","2024-08-26T17:27:38-07:00","IntegraMOD","Update privmsg.php","upstream","merged","8390004044",""
"115","9062517dcee5f062b51ec5e1270c208e9905c54a","894baf841d72dcc13ab36cc4d7e50776ddff0403","1beae2adf1fde93bf1ca43b8c5c6896d5bea643e","2024-08-26T17:48:59-07:00","IntegraMOD","Update mysqli.php","upstream","merged","8390004044",""
"116","b4fa3339ce6a71bc1813eab26c3a8eece210edb3","70ca17983c1fcaf561d5950d4b9b94adfe0ea8a1","9062517dcee5f062b51ec5e1270c208e9905c54a","2024-08-27T12:04:23-07:00","IntegraMOD","Update admin_styles.php","upstream","merged","8390004044",""
"117","4b636a1a1bb62a2a50ba6666f7ac828814589236","f42f4d7b252fdc7dd637a47e7ef0e9f1e9f26a3d","b4fa3339ce6a71bc1813eab26c3a8eece210edb3","2024-08-27T20:54:30-05:00","Ray","Create registration_spam_mod_101.txt","upstream","merged","8390004044",""
"118","f89b544f6fd6a63f9b7f40f4fa9040e46d34bb42","9f9e70a3d8a15a777479b93fd51ec1989f5e2411","b4fa3339ce6a71bc1813eab26c3a8eece210edb3","2024-08-27T17:05:10-07:00","IntegraMOD","modcp","upstream","merged","8390004044",""
"119","9c4954c21bb4286a2a9771e054dad2f07a3c3444","5e42108fb9f22a607f51e3214518c4ee5f9ab7bd","4b636a1a1bb62a2a50ba6666f7ac828814589236 f89b544f6fd6a63f9b7f40f4fa9040e46d34bb42","2024-08-27T20:55:14-05:00","Ray","Merge branch 'IntegraMOD:main' into main","upstream","merged","8390004044",""
"120","9f6632145c4ea983267bf2c2177794558972908a","b15819af7b1afb7570bb6444e5bd2627409625dd","9c4954c21bb4286a2a9771e054dad2f07a3c3444","2024-08-28T20:30:07-05:00","Ray","Rules and Policies Mod","upstream","merged","8390004044",""
"121","059872ed26b325203a9f0d852a85384c3ad0573c","e53202c174b80c44e485ba133e882f71ce2b40a3","f89b544f6fd6a63f9b7f40f4fa9040e46d34bb42 9f6632145c4ea983267bf2c2177794558972908a","2024-08-28T18:34:57-07:00","IntegraMOD","Merge pull request #18 from MWE001/main","upstream","merged","8390004044",""
"122","e2363f47ccc39c9bbf320e175d77119867f44190","96723380ac11ea3d14ab98a6469dec5063c532b8","059872ed26b325203a9f0d852a85384c3ad0573c","2024-09-26T17:52:34-07:00","IntegraMOD","fix db already closed errror","upstream","merged","8390004044",""
"123","074d779a935f1ecad02f5e1f6ebb9c1e45695a2f","22eafaaf1744f89adc4279dae35784d1f64fe8eb","e2363f47ccc39c9bbf320e175d77119867f44190","2024-10-03T17:04:38-07:00","IntegraMOD","Updates","upstream","merged","8390004044",""
"124","801337177454c914c72e8bda64960b4dd0cbad7c","d14413e1482b23905632fd2a7b31c175f1dd77ac","074d779a935f1ecad02f5e1f6ebb9c1e45695a2f","2024-10-06T12:10:58-07:00","IntegraMOD","remove mod files","upstream","merged","8390004044",""
"125","eff867ccf386049a7eec04e3375b6b3ce2b621cd","f8d8182ac2f69828e452335ca90cab86606df06b","801337177454c914c72e8bda64960b4dd0cbad7c","2024-10-06T13:05:16-07:00","IntegraMOD","update hero login","upstream","merged","8390004044",""
"126","760c19edf78e7a883ad91453abf9ba551d67550c","7f8b872b2d43dc00a4d2f72a3804fd03415d8fdf","eff867ccf386049a7eec04e3375b6b3ce2b621cd","2024-10-13T09:01:04-07:00","IntegraMOD","Update smtp.php","upstream","merged","8390004044",""
"127","e0ba7fccc7569ec4fe369f14e54df551cbf46de4","3138b6bf083bffaaf8018354011e112b768924b5","760c19edf78e7a883ad91453abf9ba551d67550c","2024-10-13T17:41:07-07:00","IntegraMOD","add link to own profile","upstream","merged","8390004044",""
"128","e1e1bfa3f68aed4e6afff3d605b61b6d79aa0dd8","ccd586091355215c2598b405ce20258a934b9f45","e0ba7fccc7569ec4fe369f14e54df551cbf46de4","2024-10-16T20:56:28-07:00","IntegraMOD","Update mysqli.php","upstream","merged","8390004044",""
"129","bb5d90d4ad0b2d747174efa42229cdd91c9abbf5","a1f1c3415f2b8f5e605e950e46d781de61511f1e","e1e1bfa3f68aed4e6afff3d605b61b6d79aa0dd8","2024-10-19T16:57:22-07:00","IntegraMOD","update captcha","upstream","merged","8390004044",""
"130","63a8f1c8fb4832dbdbe28ff3711c34e3dd5ac87d","e189ef854abcb87a5438311b1e977000484f75e5","bb5d90d4ad0b2d747174efa42229cdd91c9abbf5","2024-10-28T10:53:01-07:00","IntegraMOD","Update viewtopic.php","upstream","merged","8390004044",""
"131","b9850df364b08edd66d839e49a76662ef3fd85e6","a6a938a98516a8d15d8760416294455fbf4622e2","63a8f1c8fb4832dbdbe28ff3711c34e3dd5ac87d","2024-10-28T10:55:43-07:00","IntegraMOD","Update index.php","upstream","merged","8390004044",""
"132","1290799af47bb45d40ff4e6c6d1c6f248ad0d4f3","45f07d4b0c726d2b07b9ff992684147627ef650a","b9850df364b08edd66d839e49a76662ef3fd85e6","2024-10-29T11:52:23-07:00","IntegraMOD","tpl updates","upstream","merged","8390004044",""
"133","fff5d456d4f2d3d44678dfaa9ec4a276312a77e4","bc37112bf6fda9ad4db0c974f52426bb90bd2601","1290799af47bb45d40ff4e6c6d1c6f248ad0d4f3","2024-10-30T12:43:47+09:00","akuna-matata89","fix first bug","upstream","merged","8390004044",""
"134","9bba2b849fa1c145c0fc6399f39c0339a05d8d37","ec92cad1f01b87c79a8aff2e5489798e383fff0a","1290799af47bb45d40ff4e6c6d1c6f248ad0d4f3 fff5d456d4f2d3d44678dfaa9ec4a276312a77e4","2024-10-29T21:15:47-07:00","IntegraMOD","Merge pull request #19 from akuna-matata89/patch-1","upstream","merged","8390004044",""
"135","fcca00195ad04ddeb0b68bde6ccc2a9112f6d8dc","42c5d5adf649ee435b3bc59d03c46c40cf494fde","9bba2b849fa1c145c0fc6399f39c0339a05d8d37","2024-10-30T16:35:18-07:00","IntegraMOD","mod updates","upstream","merged","8390004044",""
"136","4f95255d11c22ef454e4f6aeaf93de0e7939d33b","11a000c7d9cf55e0cc3b6aa7333df21fb7563f71","fcca00195ad04ddeb0b68bde6ccc2a9112f6d8dc","2024-10-30T22:25:35-07:00","IntegraMOD","Update admin_settings.php","upstream","merged","8390004044",""
"137","26df2e4a6fcd1d39c749c50e54187921e0de3223","b3d27e1e56f7028fc26efa9479ecc238b10f4307","4f95255d11c22ef454e4f6aeaf93de0e7939d33b","2024-10-31T07:03:43-07:00","IntegraMOD","pafiledb","upstream","merged","8390004044",""
"138","4daefc842c2c0d1d33d26f7df40d06dbfca9a897","323ecf77b479f7ca820e2327f22d28dde736052c","26df2e4a6fcd1d39c749c50e54187921e0de3223","2024-11-01T13:36:09-07:00","IntegraMOD","php5.6","upstream","merged","8390004044",""
"139","dc296d6e335629126110b7f377b0ab6116d01f3f","d31089cde7e4cf4a164a4e984417270cda567b09","4daefc842c2c0d1d33d26f7df40d06dbfca9a897","2024-11-01T23:53:05-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"140","5d5e7455da880b01819cd5508ceebf8cdfe808b7","eefcf154311d4e95a7e8592848717c4bc941ce7b","dc296d6e335629126110b7f377b0ab6116d01f3f","2024-11-03T15:33:49-08:00","IntegraMOD","Update category.php","upstream","merged","8390004044",""
"141","2c8c2614bef8fa9782c05571e138c9c0e0c0774d","fc4b09c8af58568947616322aacf07189a7d21d5","4daefc842c2c0d1d33d26f7df40d06dbfca9a897","2024-11-01T15:58:34-07:00","IntegraMOD","Update README.md","upstream","merged","8390004044",""
"142","10b36b4d8bd8cc583734b950af6662766f19d37f","2b2eead85635b234ea35b5628ab6118c33dc5ac8","2c8c2614bef8fa9782c05571e138c9c0e0c0774d","2024-11-01T15:59:37-07:00","IntegraMOD","Update README.md","upstream","merged","8390004044",""
"143","eda5adc6812c0e3f3d29326df89cb3cf389b8599","a8d06650a484ba17530c38b451e65869b3f8c425","10b36b4d8bd8cc583734b950af6662766f19d37f","2024-11-01T16:00:36-07:00","IntegraMOD","Update README.md","upstream","merged","8390004044",""
"144","8f84830e675d0337fa7ddbedde5d78a6742ee51a","a53a754cca7228b4463a9b927759027babfa7e16","5d5e7455da880b01819cd5508ceebf8cdfe808b7 eda5adc6812c0e3f3d29326df89cb3cf389b8599","2024-11-03T15:33:57-08:00","IntegraMOD","Merge branch 'main' of https://github.com/IntegraMOD/phpBB2x","upstream","merged","8390004044",""
"145","e527f3f9d1204869b2def700606ee7ec3c305abe","a993cb1eb0bb988887326bb4dffe1149f06cb307","8f84830e675d0337fa7ddbedde5d78a6742ee51a","2024-11-04T12:34:14-08:00","IntegraMOD","reformat","upstream","merged","8390004044",""
"146","5b33eff6ce61a286eaddc7527524d7b138ee5d0a","f34e368fb9121b389eaf57df122d17b9cf53153a","e527f3f9d1204869b2def700606ee7ec3c305abe","2024-11-08T22:11:12-08:00","IntegraMOD","Update pdo.php","upstream","merged","8390004044",""
"147","5d346d8a43effac99f8f466664d6fb91b0deec9a","61ce6be41ba6ec88b733f55de495d7bcef21b1a4","5b33eff6ce61a286eaddc7527524d7b138ee5d0a","2024-11-09T11:00:05-08:00","IntegraMOD","updates","upstream","merged","8390004044",""
"148","2ceb4c94362573e6b7cfc5c0295eec2d9c2b0ffa","4d82398b173e6eb8f8f8165662ac54e28044a072","5d346d8a43effac99f8f466664d6fb91b0deec9a","2024-11-10T16:23:01-08:00","IntegraMOD","Digests Mod","upstream","merged","8390004044",""
"149","377f8d1549f18fb3845e84bfa3a654e63e3e4b6f","49d2b8e1c6773d3f5ee41a6604a38ff2fb171977","2ceb4c94362573e6b7cfc5c0295eec2d9c2b0ffa","2024-11-10T16:28:06-08:00","IntegraMOD","pdo","upstream","merged","8390004044",""
"150","be3f3fbb66a6be421e4e18439ae299a85f1a19fe","1864a22528d64bc23985d782eb59395dc34d3bd6","377f8d1549f18fb3845e84bfa3a654e63e3e4b6f","2024-11-10T19:30:37-08:00","IntegraMOD","Update install.txt","upstream","merged","8390004044",""
"151","3ed2c3708b465878ac5643d598389848f6fe9bbc","9e0fe8e33750fffa30bdcd6233f141cbb3e9e63a","be3f3fbb66a6be421e4e18439ae299a85f1a19fe","2024-11-16T10:41:14-08:00","IntegraMOD","emailer","upstream","merged","8390004044",""
"152","1c64ba9921e2c1cd1d4b379384ad890a9f0869b4","93f525e4c7a177b6582fb700778df37f9f88a184","3ed2c3708b465878ac5643d598389848f6fe9bbc","2024-11-17T16:20:35-08:00","IntegraMOD","Update functions_post.php","upstream","merged","8390004044",""
"153","1aae84254d71a0419a4ed2d2f25646633a466b37","ef61b4d69658840634cbc30c05d1f78233dae1fb","1c64ba9921e2c1cd1d4b379384ad890a9f0869b4","2024-11-17T16:59:02-08:00","IntegraMOD","BS_Subsilver","upstream","merged","8390004044",""
"154","bda7ded0f5c5044c2465081e6d1a2082b42a8757","8104218e3f7dff7842b6edd418d69305bf800f32","1aae84254d71a0419a4ed2d2f25646633a466b37","2024-11-20T07:29:28-08:00","IntegraMOD","Update admin_userlist.php","upstream","merged","8390004044",""
"155","799f1dd9eb2b411ac9c940b6f6f0fb58adafa013","2146c7fb11e6a1ca9ae6a367bf0602d0fff6ef1a","bda7ded0f5c5044c2465081e6d1a2082b42a8757","2024-12-04T05:42:05-08:00","IntegraMOD","count update","upstream","merged","8390004044",""
"156","1fd4a60a4e810f7fea856e3e46f603ded505ffdb","4e96b5cc3aa5c70d3b08092e85045a2d4a315d3e","3ed2c3708b465878ac5643d598389848f6fe9bbc","2024-11-17T09:09:15-06:00","Ray","Update mysql4.php","upstream","merged","8390004044",""
"157","7896eecfbd06b4050e0bde15f661f88395dfcde1","6e1e263254567f49e36db90d467733a887dd8784","1fd4a60a4e810f7fea856e3e46f603ded505ffdb bda7ded0f5c5044c2465081e6d1a2082b42a8757","2024-11-20T17:24:37-06:00","Ray","Merge branch 'main' of https://github.com/MWE001/phpBB2x","upstream","merged","8390004044",""
"158","8523b76cdf7ca36c496d6bade8cc73546b90b695","703f2cdda9447d9b82b6d6a9c843c0eb5a25393c","bda7ded0f5c5044c2465081e6d1a2082b42a8757 7896eecfbd06b4050e0bde15f661f88395dfcde1","2024-11-30T11:06:23-08:00","IntegraMOD","Merge pull request #21 from MWE001/main","upstream","merged","8390004044",""
"159","41e6e430046ad9aa7cd26433f70ba0582d2b9b7c","0b35668ea2c80f2464b428a2d384c2c52d40808a","799f1dd9eb2b411ac9c940b6f6f0fb58adafa013 8523b76cdf7ca36c496d6bade8cc73546b90b695","2024-12-04T05:44:10-08:00","IntegraMOD","Merge branch 'main' of https://github.com/IntegraMOD/phpBB2x","upstream","merged","8390004044",""
"160","a880cbd30df8736b034e9864472cb82cd8bd889f","f716ae42d3e2ef1007374703856350b98c97538d","41e6e430046ad9aa7cd26433f70ba0582d2b9b7c","2024-12-07T01:58:19-08:00","IntegraMOD","fix Undefined array keys in mods","upstream","merged","8390004044",""
"161","117247fcba6c22b82cc04b0eb8bcf4f962ae859e","e162d9b0863204736fdb943308af6d1fc25b89b9","a880cbd30df8736b034e9864472cb82cd8bd889f","2024-12-07T01:59:06-08:00","IntegraMOD","subsilver responsive fixes","upstream","merged","8390004044",""
"162","e61b80fac8d4ccfebe2a58e1546d0da7a7242ff1","79febdddd81bc01e17911c1b36a8111ad831b373","117247fcba6c22b82cc04b0eb8bcf4f962ae859e","2024-12-07T01:59:44-08:00","IntegraMOD","update viewtopic","upstream","merged","8390004044",""
"163","15430b0a91e71000f0667cbea235890188602a47","90c4b81805102a606b886a786b7a2e5525ef2678","e61b80fac8d4ccfebe2a58e1546d0da7a7242ff1","2024-12-07T03:07:09-08:00","IntegraMOD","Update digest_constants.php","upstream","merged","8390004044",""
"164","f6f20aaa945b1b831c7d3d7661f476b16d253b00","192143c249ba66510a021cb298226940383bb92a","15430b0a91e71000f0667cbea235890188602a47","2024-12-07T13:53:34-08:00","IntegraMOD","pafiledb","upstream","merged","8390004044",""
"165","72253d4be8ec326ab482b4671d323c7ae561b18f","93ff2ad6cfbdc8e510a74c7cbefec0a2b8d26b56","f6f20aaa945b1b831c7d3d7661f476b16d253b00","2024-12-08T15:29:09-08:00","IntegraMOD","Update functions_post.php","upstream","merged","8390004044",""
"166","a0d937c117d7fdfb234416153f0fa5b9b4701806","72edaf507e482a92eb3e384ebe3d054b0ec5c0f3","72253d4be8ec326ab482b4671d323c7ae561b18f","2024-12-08T15:29:31-08:00","IntegraMOD","Update sessions.php","upstream","merged","8390004044",""
"167","011983652f54d59be8deee3c97fe79f2ebb20cf5","0a162428b21c61a9d86b74f6197b8858945eb0a7","a0d937c117d7fdfb234416153f0fa5b9b4701806","2024-12-14T16:43:24-08:00","IntegraMOD","Update admin_userlist.php","upstream","merged","8390004044",""
"168","57093ec88d117a1de6bb9ef0f5cc7999371f1575","2f763e3a015f7bb3549fd435696417f7554de42a","011983652f54d59be8deee3c97fe79f2ebb20cf5","2025-03-18T15:58:44-07:00","IntegraMOD","fix undefined variable","upstream","merged","8390004044",""
"169","235e38a87b45e680d95264d6ff93a6265f8f1026","43d93a7ace503b742e4e732bac95f9e25f042e13","57093ec88d117a1de6bb9ef0f5cc7999371f1575","2025-03-18T15:59:10-07:00","IntegraMOD","error reporting","upstream","merged","8390004044",""
"170","11d8a88416e927d67fe3c83497b8e2d53cf7b8d2","e14b05e9f7a9e021d00684bf6a7a86bda6210099","235e38a87b45e680d95264d6ff93a6265f8f1026","2025-03-18T15:59:44-07:00","IntegraMOD","mod","upstream","merged","8390004044",""
"171","123a03ef39136cfff70ddcdedb095419fa79e22b","c118269d8563903fda7b1fb9b6477ef534cae61f","11d8a88416e927d67fe3c83497b8e2d53cf7b8d2","2025-03-22T13:49:56-05:00","Andrew Sullivan","Update sessions.php","upstream","merged","8390004044",""
"172","a99ac9d5d69259a02eedc1ac8eab8cf10be76381","172c6c3d7b4a866e68888a9996cfa85ea38ca770","123a03ef39136cfff70ddcdedb095419fa79e22b","2025-03-22T19:58:07-05:00","Andrew Sullivan","Update page_tail.php","upstream","merged","8390004044",""
"173","fe024646e2297996a0c57d517999bd832a0f6ab1","2652e02b6bb6c923d61809f4f99dc2a7737dbac5","11d8a88416e927d67fe3c83497b8e2d53cf7b8d2 a99ac9d5d69259a02eedc1ac8eab8cf10be76381","2025-04-01T14:59:46-07:00","IntegraMOD","Merge pull request #23 from asullivanr/main","upstream","merged","8390004044",""
"174","cd1d791a94aea22854ecfdb865f7914a5c739521","b6fc9e5cd3262ec1b70926ba9ce440dcf6b786d2","fe024646e2297996a0c57d517999bd832a0f6ab1","2025-05-31T15:33:33-07:00","IntegraMOD","Update viewonline.php","upstream","merged","8390004044",""
"175","240495a8d8e0abf95befa4db7579a6f60940d799","5311d9de9a691f571c1aad517945ecadf5cae738","cd1d791a94aea22854ecfdb865f7914a5c739521","2025-06-05T21:19:24-07:00","IntegraMOD","Log user actions","upstream","merged","8390004044",""
"176","454a44305d7cf54ee619b640c3472882adb3d6b4","56f5262ece3d757b43753791d891f3179f7ae03a","240495a8d8e0abf95befa4db7579a6f60940d799","2025-06-05T21:58:42-07:00","IntegraMOD","Update log_actions_uninstall_tables.php","upstream","merged","8390004044",""
"177","fa10a62aafc8a66445d7d75a2dae7822b3feb4c3","3cc9dc4a851c7533caf2046f10c83046fe9a1457","454a44305d7cf54ee619b640c3472882adb3d6b4","2025-08-01T16:38:35-07:00","IntegraMOD","update","upstream","merged","8390004044",""
"178","1ed866ed293bfe11304b6be25f915b944edd6bbe","2f1237e641793068efc7dc395469c362073332e3","fa10a62aafc8a66445d7d75a2dae7822b3feb4c3","2025-08-01T17:02:10-07:00","IntegraMOD","remove accidental folder","upstream","merged","8390004044",""
"179","0c987e128454370604317fccce60f2215ee7697e","8898bd1f67a98aba43427085168b306bd2e9f87d","1ed866ed293bfe11304b6be25f915b944edd6bbe","2025-08-03T15:54:35-07:00","IntegraMOD","updates","upstream","merged","8390004044",""
"180","64f3cc8f9149cd69f1f830077dd5ac8c94cd4242","b315834ab9ee5e8cb010013371c95c68ecc35577","0c987e128454370604317fccce60f2215ee7697e","2025-08-03T16:00:20-07:00","IntegraMOD","Hero","style","ported","8390004044","Redistributable style code merged; BootstrapMade HeroBiz demo media and proprietary form files excluded."
"181","b80231abf9ccbdc7f2de3a06312fcb9d0cb02635","80f291fe57a0e28de63559996ca2dd32ed873be9","64f3cc8f9149cd69f1f830077dd5ac8c94cd4242","2025-08-03T17:21:11-07:00","IntegraMOD","cleanup","upstream","merged","8390004044",""
"182","7853b9552e99110e1f05ffc6780c0b96887d67da","ecac3008b42365436493738b5ee92d00a0f5a805","b80231abf9ccbdc7f2de3a06312fcb9d0cb02635","2025-08-06T14:22:28-07:00","IntegraMOD","Update mysqli.php","upstream","merged","8390004044",""
"183","1e2378c21478bd2b0e184452e8ddde2514e01021","68701759d02816320bab2fce11030bc517c6f942","7853b9552e99110e1f05ffc6780c0b96887d67da","2025-08-07T21:45:10-07:00","IntegraMOD","registration fields","upstream","merged","8390004044",""
"184","e95c6c29b37c1c19c76f3d7a499688de53fddf7e","4170662fa0210f02ca67760c502cb14e1cf58aee","1e2378c21478bd2b0e184452e8ddde2514e01021","2025-08-09T12:41:24-07:00","IntegraMOD","templates","upstream","merged","8390004044",""
"185","aef0afcf27a78355e79d8a22001ca740cb581e60","deeeddd175dd81e9680c8ad50c0bc977b5bf9b65","e95c6c29b37c1c19c76f3d7a499688de53fddf7e","2025-08-09T14:40:49-07:00","IntegraMOD","responsive subsilver","upstream","merged","8390004044",""
"186","e7f2f00e84d2a9f156ed14b4795ce10d77df3036","17af3807ec9efb36782beb56d57fd50e0f3ae5e1","aef0afcf27a78355e79d8a22001ca740cb581e60","2025-08-09T14:53:34-07:00","IntegraMOD","logo","upstream","merged","8390004044",""
"187","092f398d33e3505c773fb16a00f3fce42e3d8291","5579b5775dad8331a5954b3446546104800c1004","e7f2f00e84d2a9f156ed14b4795ce10d77df3036","2025-08-10T17:06:05-07:00","IntegraMOD","common","upstream","merged","8390004044",""
"188","f0b6920501ae2c2bc5744708c0f5d43f7f0604db","eb592604f2f1934c85b7d6b6ac020111ce04a9be","092f398d33e3505c773fb16a00f3fce42e3d8291","2026-04-06T21:45:42-07:00","IntegraMOD","MISC php8.5 errors","upstream","merged","8390004044",""
"189","861c6412547500301c34b48832657db7a7908237","a81a3fcb527514abb514932e115cd82931449189","f0b6920501ae2c2bc5744708c0f5d43f7f0604db","2026-04-19T11:31:18-07:00","IntegraMOD","clean up","upstream","merged","8390004044",""
"190","e56047ead370c67e7f1d2f00e8061ae405cd9bd4","cd279c87881309f6ba55706d7450bf2d4054b372","861c6412547500301c34b48832657db7a7908237","2026-05-02T19:05:23-07:00","IntegraMOD","Update mysql_schema.sql","upstream","merged","8390004044",""
"191","de34a059648dad0f8c876bc243eb0605d57cb0f3","944d35761c6bb794c5e83c5fa242158bbaa60f4c","e56047ead370c67e7f1d2f00e8061ae405cd9bd4","2026-05-16T17:32:19-07:00","IntegraMOD","Update install.php","upstream","merged","8390004044",""
"192","efd03c8b896702bd0bb9d55f0f0891c1ecf67253","f73f26d91366acef38be21e576cffdf4e7194c2b","de34a059648dad0f8c876bc243eb0605d57cb0f3","2026-07-10T05:51:51-07:00","IntegraMOD","Update string escaping for PHP 8.5 compatibility","upstream","merged","8390004044",""
"193","87340364da61664c5b1fbb3f3a2aac469d644d01","4f358f8d1da8ed95771816758897742b14c1b4cf","efd03c8b896702bd0bb9d55f0f0891c1ecf67253","2026-07-10T21:02:18-07:00","IntegraMOD","restore files","upstream","merged","8390004044",""
"194","ddb5f71442d79c67da5ae82e305b8a4f96ef837c","99a6810ce7ec75822bb7d27bb613ff0701b56b5d","87340364da61664c5b1fbb3f3a2aac469d644d01","2026-07-10T21:44:27-07:00","IntegraMOD","Update admin_styles.php","upstream","merged","8390004044",""
"195","a84881c1bf718d4e15011cc8fcf7cd6b017a0fd4","6a336257ddcc932944821ad797f672dcf6cb8c88","ddb5f71442d79c67da5ae82e305b8a4f96ef837c","2026-07-11T12:14:05-07:00","IntegraMOD","Update common.php","upstream","merged","8390004044",""
"196","5ff96c6a474bdc2f3c7c438414abafd9368e598d","00aaa0e6beb0a94807c00692b0743e71800503ed","ddb5f71442d79c67da5ae82e305b8a4f96ef837c","2026-07-11T00:04:20-07:00","Helter","Update PHP version compatibility to 8.5x","upstream","merged","8390004044",""
"197","cdc94d12417c5f8f81eceb3d7f14877f1ea4d3f0","8063d0e2c18b49c60a212c564a033b85e65de3e8","5ff96c6a474bdc2f3c7c438414abafd9368e598d","2026-07-11T08:36:12-07:00","Helter","Update mysqli support and fix duplicate entry in README","upstream","merged","8390004044",""
"198","dcc96e967f377afa63e3eab683d46459d2338607","2f9f83d19cdac16aebbaf698ffe60fa70f00b65d","a84881c1bf718d4e15011cc8fcf7cd6b017a0fd4 cdc94d12417c5f8f81eceb3d7f14877f1ea4d3f0","2026-07-11T12:14:20-07:00","IntegraMOD","Merge branch 'main' of https://github.com/IntegraMOD/phpBB2x","upstream","merged","8390004044",""
"199","4e9717dcb5f67185abce8bb7e29192f887da2007","61c06b737ab656c6016ff4da913ac12ddc88b0b3","dcc96e967f377afa63e3eab683d46459d2338607","2026-08-19T20:03:55-07:00","IntegraMOD","fix: PHP 8.5 compatibility and IPv6 support","php-compatibility","ported","e73ab955cc","Compatibility helpers adapted to phpBB2 Plus; Plus-only syntax fixes are in 24adf2341."
"200","42d83e20299ebce7ba7ac919c265e23fb5458bcb","c92530426c5a78fa051d6766583e10d2ecbbf2ec","4e9717dcb5f67185abce8bb7e29192f887da2007","2026-08-19T20:15:40-07:00","IntegraMOD","fix: responsive viewtopic layout — prevent post content stacking on small screens","upstream","merged","8390004044",""
